# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1574725	1575528	+							M164_1717	804		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1574725	1575528	+	ACR42321.1			thiazole biosynthesis enzyme			M164_1717	804	267	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1575595	1575957	+							M164_1718	363		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1575595	1575957	+	ACR42322.1			SSU ribosomal protein S24E (rps24E)			M164_1718	363	120	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1575935	1576126	+							M164_1719	192		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1575935	1576126	+	ACR42323.1			Ribosomal protein S27a			M164_1719	192	63	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1576130	1577125	+							M164_1720	996		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1576130	1577125	+	ACR42324.1			metalloendopeptidase, glycoprotease family			M164_1720	996	331	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1577086	1577784	+							M164_1721	699		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1577086	1577784	+	ACR42325.1			Mn2+-dependent serine/threonine protein kinase			M164_1721	699	232	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1577744	1578322	+							M164_1722	579		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1577744	1578322	+	ACR42326.1			non-canonical purine NTP pyrophosphatase, rdgB/HAM1 family			M164_1722	579	192	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1578345	1579325	-							M164_1723	981		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1578345	1579325	-	ACR42327.1			aldo/keto reductase			M164_1723	981	326	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1579374	1579709	+							M164_1724	336		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1579374	1579709	+	ACR42328.1			conserved hypothetical protein			M164_1724	336	111	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1579692	1580672	-							M164_1725	981		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1579692	1580672	-	ACR42329.1			conserved hypothetical protein			M164_1725	981	326	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1580669	1581001	-							M164_1726	333		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1580669	1581001	-	ACR42330.1			conserved hypothetical protein			M164_1726	333	110	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1581026	1581847	-							M164_1727	822		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1581026	1581847	-	ACR42331.1			tRNA methyltransferase complex GCD14 subunit			M164_1727	822	273	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1581897	1582049	-							M164_1728	153		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1581897	1582049	-	ACR42332.1			putative transcriptional regulator, CopG/Arc/MetJ family			M164_1728	153	50	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1582093	1582824	-							M164_1729	732		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1582093	1582824	-	ACR42333.1			transcriptional regulator, TrmB			M164_1729	732	243	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1582873	1583205	+							M164_1730	333		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1582873	1583205	+	ACR42334.1			30S ribosomal protein S25e			M164_1730	333	110	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1583209	1584078	-							M164_1731	870		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1583209	1584078	-	ACR42335.1			Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase			M164_1731	870	289	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1584096	1587815	-							M164_1732	3720		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1584096	1587815	-	ACR42336.1			reverse gyrase			M164_1732	3720	1239	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1587839	1590118	+							M164_1733	2280		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1587839	1590118	+	ACR42337.1			AAA family ATPase, CDC48 subfamily			M164_1733	2280	759	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1590115	1591359	+							M164_1734	1245		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1590115	1591359	+	ACR42338.1			phosphonopyruvate decarboxylase-related protein			M164_1734	1245	414	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1591444	1591983	-							M164_1735	540		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1591444	1591983	-	ACR42339.1			Protein of unknown function DUF359			M164_1735	540	179	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1591956	1592156	-							M164_1736	201		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1591956	1592156	-	ACR42340.1			DNA-directed RNA polymerase subunit E, RpoE2			M164_1736	201	66	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1592163	1592705	-							M164_1737	543		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1592163	1592705	-	ACR42341.1			DNA-directed RNA polymerase			M164_1737	543	180	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1592709	1593131	-							M164_1738	423		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1592709	1593131	-	ACR42342.1			Nucleotide binding protein PINc			M164_1738	423	140	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1593110	1594369	-							M164_1739	1260		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1593110	1594369	-	ACR42343.1			protein synthesis factor GTP-binding			M164_1739	1260	419	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1594366	1595010	-							M164_1740	645		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1594366	1595010	-	ACR42344.1			Ribosomal protein S6e			M164_1740	645	214	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1595088	1595474	+							M164_1741	387		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1595088	1595474	+	ACR42345.1			cobalamin (vitamin B12) biosynthesis CbiX protein			M164_1741	387	128	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1595471	1595929	-							M164_1742	459		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1595471	1595929	-	ACR42346.1			Ribosomal S13S15 domain protein			M164_1742	459	152	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1595953	1596951	-							M164_1743	999		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1595953	1596951	-	ACR42347.1			5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase			M164_1743	999	332	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1596944	1597930	-							M164_1744	987		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1596944	1597930	-	ACR42348.1			Cobalamin-independent synthase MetE domain protein			M164_1744	987	328	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1597933	1598712	-							M164_1745	780		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1597933	1598712	-	ACR42349.1			proliferating cell nuclear antigen PcnA			M164_1745	780	259	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1598775	1600079	+							M164_1746	1305		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1598775	1600079	+	ACR42350.1			cobyrinic acid a,c-diamide synthase			M164_1746	1305	434	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1600051	1600809	-							M164_1747	759		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1600051	1600809	-	ACR42351.1			conserved hypothetical protein			M164_1747	759	252	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1600938	1601597	+							M164_1748	660		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1600938	1601597	+	ACR42352.1			34-dihydroxy-2-butanone 4-phosphate synthase			M164_1748	660	219	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1601594	1602061	+							M164_1749	468		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1601594	1602061	+	ACR42353.1			riboflavin synthase			M164_1749	468	155	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1602042	1602506	+							M164_1750	465		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1602042	1602506	+	ACR42354.1			6,7-dimethyl-8-ribityllumazine synthase			M164_1750	465	154	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1602503	1603195	+							M164_1751	693		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1602503	1603195	+	ACR42355.1			GTP cyclohydrolase IIa			M164_1751	693	230	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1603174	1604313	+							M164_1752	1140		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1603174	1604313	+	ACR42356.1			amidohydrolase			M164_1752	1140	379	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1604280	1605029	-							M164_1753	750		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1604280	1605029	-	ACR42357.1			proliferating cell nuclear antigen protein-like protein			M164_1753	750	249	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1605034	1605348	-							M164_1754	315		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1605034	1605348	-	ACR42358.1			conserved hypothetical protein			M164_1754	315	104	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1605349	1607067	-							M164_1755	1719		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1605349	1607067	-	ACR42359.1			AAA ATPase			M164_1755	1719	572	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1607107	1609845	+							M164_1756	2739		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1607107	1609845	+	ACR42360.1			DEAD/DEAH box helicase domain protein			M164_1756	2739	912	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1609887	1610177	+							M164_1757	291		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1609887	1610177	+	ACR42361.1			50S ribosomal protein L14			M164_1757	291	96	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1610183	1611225	+							M164_1758	1043		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1610183	1611225	+	ACR42362.1			rRNA pseudouridine synthase			M164_1758	1017	338	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1611215	1611775	+							M164_1760	561		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1611215	1611775	+	ACR42363.1			methyltransferase small			M164_1760	561	186	
gene	tRNA	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1611800	1611884	+							M164_R0028	85		
tRNA		GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1611800	1611884	+				tRNA-Ser			M164_R0028	85		
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1611936	1614164	-							M164_1761	2229		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1611936	1614164	-	ACR42364.1			protein of unknown function DUF699 ATPase putative			M164_1761	2229	742	
gene	tRNA	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1614134	1614209	-							M164_R0029	76		
tRNA		GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1614134	1614209	-				tRNA-Gly			M164_R0029	76		
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1614324	1615517	-							M164_1762	1194		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1614324	1615517	-	ACR42365.1			conserved hypothetical protein			M164_1762	1194	397	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1615559	1619248	-							M164_1763	3690		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1615559	1619248	-	ACR42366.1			conserved hypothetical protein			M164_1763	3690	1229	
gene	tRNA	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1619618	1619691	-							M164_R0030	74		
tRNA		GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1619618	1619691	-				tRNA-Ala			M164_R0030	74		
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1619748	1620980	+							M164_1764	1233		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1619748	1620980	+	ACR42367.1			glycosyl transferase group 1			M164_1764	1233	410	
gene	tRNA	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1621099	1621174	-							M164_R0031	76		
tRNA		GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1621099	1621174	-				tRNA-Pro			M164_R0031	76		
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1621211	1621936	+							M164_1765	726		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1621211	1621936	+	ACR42368.1			transcriptional regulator, XRE family			M164_1765	726	241	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1621902	1622252	-							M164_1766	351		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1621902	1622252	-	ACR42369.1			ubiquitin-associated- domain-containing protein			M164_1766	351	116	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1622020	1623579	+							M164_1767	1560		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1622020	1623579	+	ACR42370.1			beta-lactamase domain protein			M164_1767	1560	519	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1623602	1624762	+							M164_1768	1161		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1623602	1624762	+	ACR42371.1			Threonyl-tRNA synthetase editing domain protein			M164_1768	1161	386	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1624960	1625904	+							M164_1769	945		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1624960	1625904	+	ACR42372.1			mevalonate kinase			M164_1769	945	314	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1625945	1627720	+							M164_1770	1776		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1625945	1627720	+	ACR42373.1			glucosamine--fructose-6-phosphateamino transferase, isomerizing			M164_1770	1776	591	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1627723	1628805	+							M164_1771	1083		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1627723	1628805	+	ACR42374.1			Nucleotidyl transferase			M164_1771	1083	360	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1628837	1630363	-							M164_1772	1527		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1628837	1630363	-	ACR42375.1			conserved hypothetical protein			M164_1772	1527	508	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1630515	1631444	+							M164_1773	930		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1630515	1631444	+	ACR42376.1			ornithine cyclodeaminase/mu-crystallin			M164_1773	930	309	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1631428	1631946	-							M164_1774	519		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1631428	1631946	-	ACR42377.1			ATP--cobalamin adenosyltransferase			M164_1774	519	172	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1631959	1633476	-							M164_1775	1518		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1631959	1633476	-	ACR42378.1			sodium/hydrogen exchanger			M164_1775	1518	505	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1633546	1634421	+							M164_1776	876		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1633546	1634421	+	ACR42379.1			integrase family protein			M164_1776	876	291	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1634392	1635360	-							M164_1777	969		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1634392	1635360	-	ACR42380.1			Radical SAM domain protein			M164_1777	969	322	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1635357	1635866	-							M164_1778	510		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1635357	1635866	-	ACR42381.1			ferripyochelin binding protein			M164_1778	510	169	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1635878	1636897	-							M164_1779	1020		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1635878	1636897	-	ACR42382.1			Fmu (Sun) domain protein			M164_1779	1020	339	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1636906	1637784	-							M164_1780	879		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1636906	1637784	-	ACR42383.1			beta-ribofuranosylaminobenzene 5'-phosphate synthase family			M164_1780	879	292	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1637803	1639185	+							M164_1781	1383		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1637803	1639185	+	ACR42384.1			AMP-dependent synthetase and ligase			M164_1781	1383	460	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1639172	1639573	+							M164_1782	402		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1639172	1639573	+	ACR42385.1			thioredoxin			M164_1782	402	133	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1639570	1640178	+							M164_1783	609		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1639570	1640178	+	ACR42386.1			ABC transporter related			M164_1783	609	202	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1640301	1641716	+							M164_1784	1416		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1640301	1641716	+	ACR42387.1			glutamine synthetase, type I			M164_1784	1416	471	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1641713	1642612	-							M164_1785	900		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1641713	1642612	-	ACR42388.1			conserved hypothetical protein			M164_1785	900	299	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1642638	1643264	-							M164_1786	627		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1642638	1643264	-	ACR42389.1			GTP cyclohydrolase I			M164_1786	627	208	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1643318	1644376	-							M164_1787	1059		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1643318	1644376	-	ACR42390.1			peptidase M24			M164_1787	1059	352	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1644373	1645299	-							M164_1788	927		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1644373	1645299	-	ACR42391.1			molybdenum cofactor biosynthesis protein A			M164_1788	927	308	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1645275	1645526	+							M164_1789	252		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1645275	1645526	+	ACR42392.1			hypothetical protein			M164_1789	252	83	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1645506	1646162	-							M164_1790	657		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1645506	1646162	-	ACR42393.1			Mn2+-dependent serine/threonine protein kinase			M164_1790	657	218	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1646155	1646313	-							M164_1791	159		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1646155	1646313	-	ACR42394.1			conserved hypothetical protein			M164_1791	159	52	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1646330	1647223	-							M164_1792	894		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1646330	1647223	-	ACR42395.1			Pyridoxal-5'-phosphate-dependent protein beta subunit			M164_1792	894	297	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1647265	1647495	-							M164_1793	231		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1647265	1647495	-	ACR42396.1			conserved hypothetical protein			M164_1793	231	76	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1647492	1647893	-							M164_1794	402		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1647492	1647893	-	ACR42397.1			conserved hypothetical protein			M164_1794	402	133	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1647937	1648932	+							M164_1795	996		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1647937	1648932	+	ACR42398.1			conserved hypothetical protein			M164_1795	996	331	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1648994	1650049	+							M164_1796	1056		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1648994	1650049	+	ACR42399.1			phosphate uptake regulator, PhoU			M164_1796	1056	351	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1650046	1651209	-							M164_1797	1164		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1650046	1651209	-	ACR42400.1			Quinolinate phosphoribosyl transferase			M164_1797	1164	387	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1651280	1651744	+							M164_1798	465		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1651280	1651744	+	ACR42401.1			Ribosomal protein S19e			M164_1798	465	154	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1651757	1652113	+							M164_1799	357		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1651757	1652113	+	ACR42402.1			DNA-binding TFAR19-related protein			M164_1799	357	118	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1652110	1652265	+							M164_1800	156		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1652110	1652265	+	ACR42403.1			Ribosomal protein L39e			M164_1800	156	51	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1652269	1652535	+							M164_1801	267		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1652269	1652535	+	ACR42404.1			LSU ribosomal protein L31E (rpl31E)			M164_1801	267	88	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1652532	1653203	+							M164_1802	672		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1652532	1653203	+	ACR42405.1			translation initiation factor eIF-6			M164_1802	672	223	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1653205	1653465	+							M164_1803	261		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1653205	1653465	+	ACR42406.1			Ribosomal LX protein			M164_1803	261	86	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1653472	1653915	+							M164_1804	444		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1653472	1653915	+	ACR42407.1			prefoldin, alpha subunit			M164_1804	444	147	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1654056	1654988	+							M164_1805	933		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1654056	1654988	+	ACR42408.1			signal recognition particle-docking protein FtsY			M164_1805	933	310	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1655020	1655208	+							M164_1806	189		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1655020	1655208	+	ACR42409.1			preprotein translocase subunit gamma			M164_1806	189	62	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1655213	1655671	+							M164_1807	459		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1655213	1655671	+	ACR42410.1			NusG antitermination factor			M164_1807	459	152	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1655677	1656189	+							M164_1808	513		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1655677	1656189	+	ACR42411.1			ribosomal protein L11			M164_1808	513	170	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1656191	1656847	+							M164_1809	657		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1656191	1656847	+	ACR42412.1			ribosomal protein L1			M164_1809	657	218	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1656844	1657860	+							M164_1810	1017		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1656844	1657860	+	ACR42413.1			ribosomal protein L10			M164_1810	1017	338	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1657907	1658227	+							M164_1811	321		
CDS	with_protein	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1657907	1658227	+	ACR42414.1			ribosomal protein 60S			M164_1811	321	106	
gene	protein_coding	GCA_000022445.1	Primary Assembly	chromosome		CP001402.1	1658450	1661152	+							M164_1812	2703		
